Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
106	-6.636038	2.4225495	-3.4992523	-15.58473	50.0	-2.1774542	1.6567856	2.3627694	-9.206818	535000	8.046627e-09	0.6244935	-0.032365788	-0.053447723	-0.88105184	0.011066696	0.1622	79.0	413.37677812576294
107	-6.9968386	2.6588643	-3.843468	-14.841072	50.0	-2.2464268	1.6429378	1.703171	-8.996484	540000	-2.7954579e-09	0.5701484	-0.03179192	-0.018840253	-0.89165705	0.01505921	0.1624	53.0	417.21311712265015
108	-6.9663835	2.4036791	-3.3504643	-13.055973	50.0	-2.241361	1.6861258	2.668819	-8.609397	545000	-3.141463e-08	0.49847105	-0.027607756	-0.028720647	-0.90733284	0.015631534	0.144	45.0	420.8880121707916
109	-7.513619	2.8233476	-3.1276715	-15.162419	50.0	-2.3453789	1.7398123	1.1857605	-9.005247	550000	-2.7453899e-08	0.53938186	-0.008146905	-0.044309556	-0.9248994	0.015918976	0.1404	6.0	424.35977602005005
110	-7.1127553	2.5129368	-3.1103332	-13.88532	50.0	-2.2056658	1.7514088	0.8461867	-8.92521	555000	-1.796633e-08	0.6193368	-0.03342955	-0.10291672	-0.92704844	0.015015781	0.1776	78.0	428.12887620925903
111	-7.103487	2.8605168	-3.254159	-14.204596	50.0	-2.2579243	1.7173569	0.24613057	-8.935919	560000	-2.0861626e-10	0.4444357	-0.033764012	-0.029511064	-0.9424639	0.012477712	0.153	79.0	432.0662291049957
112	-6.950588	2.6690295	-3.580321	-13.801082	50.0	-2.199632	1.7412946	0.3239389	-8.883642	565000	-2.2393465e-08	0.51921403	-0.018316384	-0.04374543	-0.96275723	0.015489453	0.1314	17.0	435.70258498191833
113	-7.1890144	2.6567643	-3.3589444	-14.96702	50.0	-2.2992113	1.7314235	2.34789	-9.001766	570000	2.2768973e-09	0.5694775	-0.028968407	-0.06857771	-0.9677228	0.015262551	0.1518	48.0	439.2958559989929
114	-6.9285975	2.7199345	-3.3182201	-14.113128	50.0	-2.156915	1.7305615	1.0522892	-9.418149	575000	1.8531084e-08	0.47123042	-0.029460754	-0.029002428	-0.9792536	0.01520253	0.151	40.0	442.89162611961365
115	-6.93358	2.7075872	-3.2928066	-13.819765	50.0	-2.1653543	1.732092	0.4867701	-8.847611	580000	1.1652708e-08	0.53046495	-0.015492413	-0.020896196	-0.9910574	0.016549606	0.1618	12.0	446.4567360877991
116	-6.659776	2.5534945	-2.9777339	-13.831007	50.0	-2.071025	1.6569417	0.26883185	-8.978368	585000	-1.2218953e-09	0.44766954	-0.012616785	-0.031264395	-0.99335676	0.015920386	0.1474	10.0	449.74486684799194
117	-6.9422827	2.6529043	-3.1035779	-14.024824	50.0	-2.128575	1.6733137	1.7806823	-8.900897	590000	1.360029e-08	0.4675667	-0.022022776	-0.05051127	-0.9951176	0.015093126	0.1338	24.0	453.0748529434204
118	-6.805395	2.667183	-3.096805	-12.906253	50.0	-2.091242	1.6458465	1.7931544	-8.510031	595000	-1.8507242e-08	0.4580294	-0.029104944	-0.026117176	-1.0002375	0.015265068	0.1654	45.0	456.71886706352234
119	-7.066589	2.617641	-3.444462	-13.55333	50.0	-2.2011788	1.7244271	0.3223139	-8.956035	600000	1.6772747e-08	0.4926603	-0.029094914	-0.023072362	-1.014009	0.015376079	0.157	37.0	460.35240507125854
120	-6.653532	2.411589	-3.3480897	-15.106935	50.0	-2.0676582	1.6736257	0.33476293	-10.037895	605000	-7.2004274e-09	0.6108338	-0.0209785	-0.06661129	-1.025926	0.016123928	0.1868	22.0	463.9493670463562
121	-6.5504384	2.471128	-2.824468	-13.7762785	50.0	-2.0620887	1.5690516	0.6733726	-8.402328	610000	-3.1167268e-08	0.43952587	-0.008025101	-0.026855916	-1.0314785	0.016323606	0.133	7.0	467.41872000694275
122	-6.4352503	2.2946372	-3.1658392	-13.740886	50.0	-2.0153558	1.5370632	0.3025095	-8.790405	615000	-1.0934472e-08	0.37244415	-0.03205743	-0.036964893	-1.0329453	0.015614612	0.1748	67.0	471.14108991622925
123	-6.790346	2.640817	-3.090312	-13.732281	50.0	-2.0102484	1.637244	0.21850692	-8.705903	620000	-2.8407573e-08	0.46292314	-0.012581121	-0.026576608	-1.0446689	0.015385013	0.1454	9.0	474.58870792388916
124	-6.638925	2.6756318	-3.2106957	-13.867527	50.0	-2.0225468	1.613459	0.33007365	-8.708946	625000	2.4080276e-09	0.39817125	-0.030377598	-0.024303228	-1.0463225	0.0154143665	0.1656	55.0	478.31136298179626
125	-6.416493	2.6792028	-2.823771	-13.567759	50.0	-2.080391	1.6670092	0.24427068	-8.917012	630000	-3.951788e-09	0.46128833	-0.012893818	-0.05710706	-1.0582414	0.015208887	0.143	11.0	481.7719900608063
126	-6.818086	2.5700788	-3.0125344	-13.382007	50.0	-2.0370343	1.6689515	0.43815726	-8.849261	635000	1.7888844e-09	0.39259383	-0.020498008	-0.03860414	-1.0609055	0.015106209	0.1452	27.0	485.2545518875122
127	-6.549839	2.6157992	-2.6971877	-14.031301	50.0	-2.0153503	1.6534659	0.20372033	-9.059305	640000	1.1307002e-08	0.40816218	-0.030998958	-0.023389846	-1.0633805	0.013211621	0.156	79.0	489.1555931568146
128	-6.67643	2.529246	-2.8913102	-14.783255	50.0	-2.105505	1.6726774	0.18738443	-9.154748	645000	1.2242794e-08	0.50069016	-0.017563244	-0.035115987	-1.0818152	0.015159253	0.1298	16.0	492.6563980579376
129	-6.445973	2.328096	-2.7548654	-13.513912	50.0	-1.9194944	1.6119554	0.34667617	-8.806077	650000	-1.705587e-08	0.3568101	-0.032933306	-0.024957538	-1.0862921	0.011948701	0.1748	79.0	496.5123858451843
130	-6.4168696	2.7086234	-2.8265636	-17.45009	50.0	-1.8958924	1.5531754	0.25068095	-9.652086	655000	-1.9556284e-08	0.65403694	-0.015653823	-0.05611956	-1.1074271	0.015499896	0.1484	14.0	500.0585980415344
131	-6.9580555	2.567383	-2.825801	-14.306468	50.0	-2.16553	1.6841242	0.40830797	-9.076157	660000	-1.8484146e-08	0.3652123	-0.027440518	-0.03600505	-1.1098088	0.015399541	0.16	39.0	503.5882749557495
132	-6.3069954	2.504319	-2.7862709	-13.9752865	50.0	-1.9504578	1.592361	0.8939018	-8.879114	665000	2.116859e-08	0.31625953	-0.028640771	-0.01945132	-1.12179	0.0151279345	0.1568	45.0	507.20285511016846
133	-6.3792415	2.4352083	-2.677082	-13.124802	50.0	-1.9604459	1.5806853	0.2795884	-8.696059	670000	-4.671812e-08	0.38275748	-0.010126679	-0.01736337	-1.1347047	0.015007086	0.1178	8.0	510.64707589149475
134	-6.678255	2.5121028	-2.5504246	-12.873722	50.0	-1.9799997	1.6432922	0.9941983	-8.639319	675000	2.8696656e-08	0.3128987	-0.032399166	-0.021084368	-1.1365862	0.0140806995	0.1688	79.0	514.4242141246796
135	-6.6090794	2.3482807	-2.665894	-13.990216	50.0	-1.920917	1.6385062	0.36897957	-9.080708	680000	6.9260597e-09	0.3503606	-0.03045689	-0.024879366	-1.1541933	0.015114543	0.1454	60.0	518.3338360786438
136	-6.8277507	2.7582655	-2.576911	-13.942164	50.0	-2.0891101	1.7125372	-0.026750803	-8.77969	685000	-5.5003166e-08	0.3746896	-0.016650159	-0.029851615	-1.1713014	0.015124353	0.1476	20.0	521.9306969642639
137	-6.4088264	2.6838932	-2.5322886	-14.0499	50.0	-1.8352859	1.6395509	0.07027696	-9.274584	690000	-1.8668175e-08	0.37263128	-0.008119495	-0.046854854	-1.1759658	0.01756788	0.148	6.0	525.2436430454254
138	-6.1605744	2.260974	-2.6643276	-13.720686	50.0	-1.9474152	1.5596261	0.26955515	-8.979102	695000	-7.852912e-09	0.3380069	-0.03358609	-0.036224186	-1.1774079	0.01295936	0.1794	79.0	529.0619840621948
139	-6.002796	2.4588585	-2.412654	-13.238205	50.0	-1.7421542	1.5166876	0.292264	-8.283705	700000	2.3394822e-10	0.27296707	-0.0129836025	-0.01505366	-1.1895609	0.016609542	0.1116	9.0	532.5409271717072
140	-5.9023485	2.222491	-2.521446	-13.930169	50.0	-1.8173969	1.477942	0.46009922	-8.900007	705000	4.3690203e-09	0.36266783	-0.027283574	-0.026724577	-1.1911463	0.015448172	0.1652	47.0	536.082841873169
141	-5.950525	2.3368993	-2.3333786	-11.97485	50.0	-1.7510332	1.5159866	0.22420219	-8.240466	710000	-3.4072997e-08	0.2781841	-0.031870384	-0.017169565	-1.1993418	0.01367008	0.166	79.0	539.9996140003204
142	-6.3639092	2.7472596	-2.3115125	-15.743145	50.0	-1.8088969	1.5574877	0.19079916	-8.477449	715000	2.1486171e-08	0.37086973	-0.023662653	-0.059609473	-1.2118673	0.015125786	0.1236	23.0	543.6658577919006
143	-6.0957165	2.5621505	-2.5003877	-13.514321	50.0	-1.8555878	1.6610715	0.36273617	-9.0803995	720000	3.709793e-08	0.30152902	-0.026999364	-0.04107222	-1.2149837	0.01599572	0.1554	55.0	547.2969419956207
144	-5.894279	2.2801197	-2.1878512	-13.354179	50.0	-1.7511405	1.4839777	0.25803834	-8.735588	725000	3.6668776e-08	0.27015808	-0.031240774	-0.02385728	-1.2271576	0.013101817	0.1656	79.0	551.1997368335724
145	-6.1123075	2.4149306	-2.2566798	-13.260606	50.0	-1.861192	1.6258049	0.14040045	-8.975327	730000	-5.9872867e-09	0.3013524	-0.026695652	-0.04471031	-1.2492231	0.015415118	0.1514	42.0	554.872542142868
146	-5.881889	2.3716238	-2.0336592	-12.982302	50.0	-1.6686801	1.4784647	0.04711604	-8.492187	735000	3.222227e-08	0.23432116	-0.020185059	-0.015985444	-1.2556063	0.015258204	0.1168	23.0	558.3055791854858
147	-5.7884107	2.3950813	-2.1252813	-12.822155	50.0	-1.6114058	1.4844214	0.33336422	-8.483333	740000	2.69413e-09	0.22314017	-0.021712644	-0.022181407	-1.259681	0.016307468	0.1432	28.0	561.7505960464478
148	-5.776897	2.224554	-2.283322	-11.921536	50.0	-1.7021406	1.4847794	0.20248367	-8.487969	745000	-2.589822e-09	0.23690516	-0.028595768	-0.025231943	-1.2657522	0.015079886	0.1702	46.0	565.3530731201172
149	-5.93599	2.3511598	-2.2145429	-13.438995	50.0	-1.7229512	1.4941803	0.2322537	-8.586886	750000	8.8214875e-09	0.26356438	-0.02057969	-0.02520886	-1.2789875	0.015563089	0.1468	26.0	568.8082420825958
150	-6.1766663	3.7303843	-2.1505709	-26.081589	50.0	-1.6791768	1.5631168	0.07855114	-10.482632	755000	4.3529273e-08	2.4677336	0.02843606	-0.9199108	-1.2882942	0.023628771	0.1592	2.0	572.1190860271454
151	-6.2666326	3.7567608	-2.237302	-28.766699	50.0	-1.7716964	1.786633	0.44336164	-9.357515	760000	-9.5915794e-08	1.8978791	0.021818766	-0.48946893	-1.2889581	0.09065867	0.0996	1.0	575.3573698997498
152	-6.6818037	4.7071342	-2.3286066	-28.395374	50.0	-2.0084183	2.1455197	0.6708846	-14.237505	765000	2.3978576e-08	3.1309128	0.034362998	-1.0969541	-1.289254	0.2975045	0.2374	1.0	578.4954469203949
153	-6.4657245	3.2411485	-2.2273269	-29.694206	50.0	-1.9538555	2.0751088	0.92593133	-15.92258	770000	9.083748e-09	3.138636	0.025563492	-1.0442677	-1.2895478	0.03829565	0.1726	1.0	581.6177690029144
154	-8.419899	7.4759297	-2.15205	-36.207268	50.0	-2.3564487	2.1866884	4.923484	-11.647721	775000	4.032552e-08	16.053453	0.009563232	-6.8447866	-1.2898399	0.13262694	0.095	1.0	584.8942019939423
155	-6.98884	4.068569	-2.1783948	-26.52716	50.0	-2.769795	3.2573054	3.8239098	-24.652555	780000	-5.4860116e-08	5.1371455	0.031804837	-2.7620187	-1.2900971	0.101987116	0.1134	2.0	588.0205199718475
156	-6.622911	3.431992	-2.3234847	-21.85128	50.0	-2.4678855	2.3569653	3.4832895	-13.913454	785000	6.264933e-08	1.9135543	0.013589673	-0.6432626	-1.2905315	0.18174578	0.131	1.0	591.1561450958252
157	-6.25379	3.2137463	-2.130648	-22.58625	50.0	-2.1405518	2.1619978	0.6912737	-16.901302	790000	3.1507014e-08	1.0226436	0.015760928	-0.28039932	-1.2907112	0.09726429	0.0978	1.0	594.3859009742737
158	-5.8213897	2.2185743	-2.1078942	-15.96417	50.0	-1.8004965	1.6622863	1.0343853	-10.195372	795000	-1.6617403e-08	0.5684758	0.0043797325	-0.13997945	-1.290904	0.029673286	0.0566	1.0	597.535707950592
159	-6.070251	2.471906	-2.213537	-17.67329	50.0	-1.7959672	1.7316049	0.92018294	-10.837383	800000	6.182492e-08	0.5570757	0.006974133	-0.10633975	-1.2910807	0.033755522	0.0658	1.0	600.6502811908722
160	-6.1159453	1.9506426	-2.3655014	-12.120319	50.0	-1.7921008	1.5898424	0.2903974	-8.829601	805000	-5.084276e-09	0.33644173	-0.005439208	-0.05584082	-1.2912601	0.016458696	0.1446	11.0	603.9032709598541
161	-5.882445	2.3648593	-1.9413513	-13.3048115	50.0	-1.6582472	1.5750376	0.21438073	-8.884266	810000	-2.8067827e-08	0.40836605	-0.03276134	-0.09201601	-1.2932576	0.012280569	0.169	79.0	607.6862490177155
162	-5.9289055	2.2292914	-1.9295046	-11.534532	50.0	-1.7018332	1.4802567	0.25901568	-8.158737	815000	-2.670288e-09	0.3718087	-0.02318105	-0.042793125	-1.304342	0.015425023	0.1336	27.0	611.2527599334717
163	-5.861282	2.005853	-2.1392875	-11.928985	50.0	-1.7041379	1.4270471	0.14794575	-7.8788495	820000	2.0867587e-08	0.27354747	-0.021227175	-0.027593642	-1.3115908	0.01502936	0.13	25.0	614.8113088607788
164	-6.3435273	2.2515051	-2.200447	-11.926188	50.0	-1.807657	1.6039164	0.57818896	-8.195908	825000	4.8309565e-09	0.2986519	-0.009064957	-0.043359995	-1.3199157	0.01629037	0.1576	7.0	618.1788771152496
165	-5.5221996	2.1267416	-1.9445403	-11.513244	50.0	-1.6878222	1.4118972	0.5849292	-7.554895	830000	-2.0867587e-08	0.27732804	-0.03483143	-0.03739874	-1.3223629	0.014766248	0.1808	79.0	621.8927659988403
166	-5.7492123	1.946475	-1.8344849	-10.985139	50.0	-1.618616	1.3923688	0.120734185	-8.02461	835000	-1.5613436e-08	0.25226673	-0.026977012	-0.036236823	-1.3469381	0.015448175	0.1556	46.0	625.6218519210815
167	-5.5377417	2.3596318	-1.7653674	-12.812216	50.0	-1.6319871	1.4228996	0.40615433	-8.132871	840000	1.8715859e-08	0.24113645	-0.023614043	-0.040812016	-1.3576057	0.015073706	0.1382	26.0	629.0694119930267
168	-5.736455	2.3621619	-1.8539143	-13.11188	50.0	-1.6219556	1.5124193	0.3881439	-8.285422	845000	-2.077222e-08	0.21051332	-0.030783992	-0.01658623	-1.3627571	0.015059625	0.1832	74.0	632.762421131134
169	-6.208466	2.3295379	-1.9439315	-12.3995285	50.0	-1.7821987	1.5350939	0.2633726	-8.146812	850000	1.8456578e-08	0.25261438	-0.027579237	-0.020810932	-1.3847368	0.015028318	0.1656	47.0	636.555585861206
170	-5.9983907	2.2249827	-1.9157693	-12.198442	50.0	-1.6825434	1.564122	0.09651913	-8.114845	855000	-6.994605e-09	0.24473515	-0.027518483	-0.020033583	-1.3934051	0.015120819	0.1638	55.0	640.2831339836121
171	-5.6767597	2.0782144	-2.0118353	-13.208001	50.0	-1.6588762	1.4494896	0.37059152	-8.392264	860000	8.481741e-09	0.17638893	-0.027409317	-0.012947008	-1.4041555	0.015811894	0.1704	48.0	643.9509611129761
172	-6.275726	2.4471722	-1.9669207	-12.079803	50.0	-1.7295605	1.5689297	0.22217746	-8.32361	865000	-3.0994415e-10	0.2770623	-0.0337669	-0.041043013	-1.4171454	0.015031598	0.1936	76.0	647.8465759754181
173	-5.696404	2.2318957	-1.8685484	-11.841388	50.0	-1.6785069	1.5184109	0.30114114	-8.541039	870000	1.411438e-08	0.1788138	-0.02459819	-0.025267214	-1.4259022	0.01558724	0.1586	49.0	651.5296311378479
174	-6.2258635	2.0092566	-1.9673101	-12.65573	50.0	-1.721225	1.5556967	0.19801049	-8.418665	875000	3.9055945e-09	0.18781441	-0.023602895	-0.01158765	-1.4330094	0.016576447	0.1796	33.0	655.0804879665375
175	-5.6121044	2.3781843	-2.0000274	-12.5170765	50.0	-1.6348485	1.4659357	0.22437103	-8.14269	880000	7.4148176e-09	0.20260751	-0.031697296	-0.017034978	-1.4410636	0.015086762	0.2152	74.0	658.9982931613922
176	-5.3994627	2.2085392	-1.9455107	-12.9092865	50.0	-1.4974017	1.4145594	0.2962191	-8.465687	885000	-1.4039874e-08	0.18378489	-0.029650273	-0.014049739	-1.4639426	0.015867589	0.1702	68.0	662.8269588947296
177	-6.0593095	2.3336854	-1.9247055	-11.7409725	50.0	-1.7085234	1.5902414	0.6818505	-8.590363	890000	-2.1529198e-08	0.19439101	-0.026674464	-0.02373162	-1.4762278	0.015079795	0.159	57.0	666.6627721786499
178	-5.6414475	2.3393755	-2.0077832	-14.173964	50.0	-1.5321149	1.4618185	0.3941083	-8.316722	895000	5.877018e-09	0.20123339	-0.029278247	-0.014473274	-1.4865074	0.015123584	0.175	47.0	670.3935692310333
179	-5.893527	2.4166458	-2.0051167	-13.702362	50.0	-1.6219215	1.5516068	0.28018984	-8.335302	900000	-1.7821788e-08	0.20137353	-0.027727678	-0.035087615	-1.4978181	0.015267506	0.1566	36.0	673.9132912158966
180	-5.440491	2.3821194	-1.7452676	-13.099654	50.0	-1.5375395	1.5019506	0.14344342	-8.538786	905000	1.2743473e-08	0.1618355	-0.021902252	-0.016037509	-1.503102	0.016253049	0.1576	29.0	677.4343068599701
181	-5.7407765	2.187895	-1.9414389	-11.891702	50.0	-1.5693047	1.5371556	0.284341	-8.478369	910000	-1.1779368e-08	0.14782278	-0.016478827	-0.01780343	-1.5059733	0.016410336	0.1718	27.0	680.887617111206
182	-5.7850566	2.069798	-1.6712794	-11.832434	50.0	-1.5306209	1.4420835	0.23565048	-7.9537444	915000	1.3223011e-08	0.18595901	-0.0001561143	-0.026251659	-1.5133662	0.020906745	0.19	3.0	684.10431599617
183	-5.741716	2.3791711	-1.9047618	-13.000927	50.0	-1.576915	1.505442	0.5328305	-8.380594	920000	4.2045304e-08	0.19931506	-0.021815153	-0.02483742	-1.5142524	0.01545616	0.141	20.0	687.4530000686646
184	-5.4678063	2.495207	-1.6732752	-12.214675	50.0	-1.5097938	1.4637811	0.17442816	-7.77915	925000	5.0784646e-08	0.18958068	-0.017106123	-0.026599854	-1.5210644	0.016469277	0.1498	17.0	690.8768579959869
185	-5.377191	2.004026	-1.6326073	-10.711227	50.0	-1.4907242	1.4238044	0.27193347	-8.249026	930000	4.720688e-09	0.14962274	-0.021772124	-0.021711007	-1.5288543	0.015521645	0.1416	29.0	694.3222770690918
186	-5.6752586	2.3319368	-1.7662483	-11.78822	50.0	-1.5605488	1.4820467	0.15449722	-8.154654	935000	-2.0962954e-08	0.1551672	-0.008111285	-0.016915679	-1.5417187	0.015467536	0.186	10.0	697.6880059242249
187	-5.4508495	2.2874637	-1.9591438	-12.38824	50.0	-1.389734	1.4238313	0.14529526	-8.163531	940000	3.7193297e-09	0.15642981	-0.032812484	-0.022298515	-1.5450739	0.015305576	0.2042	75.0	701.3906478881836
188	-5.7216325	2.1252408	-1.752986	-11.964083	50.0	-1.5507824	1.5391376	0.61048377	-8.241782	945000	3.1018256e-08	0.16906762	-0.016168388	-0.01865825	-1.5644804	0.015978206	0.1742	22.0	704.8386199474335
189	-5.681932	2.0881858	-1.972045	-11.365665	50.0	-1.4473668	1.4226831	0.30528092	-7.8714523	950000	-6.3918533e-09	0.13145314	-0.0089702895	-0.015210785	-1.5703208	0.0150147565	0.1468	7.0	708.2761700153351
190	-5.677099	2.423075	-1.9312751	-13.472055	50.0	-1.572112	1.4581592	0.37026244	-8.177921	955000	7.107854e-09	0.20700169	-0.0025929143	-0.033946455	-1.5714711	0.01593759	0.1768	2.0	711.5220539569855
191	-5.8188457	2.4664745	-1.7872688	-13.019948	50.0	-1.5749757	1.5915074	0.35903883	-8.223029	960000	-6.452799e-08	0.19302468	-0.006723767	-0.031241208	-1.5716861	0.015868137	0.2172	7.0	714.7401270866394
192	-5.5949464	2.388313	-1.6963696	-12.55882	50.0	-1.5095022	1.4882343	0.10772376	-8.566783	965000	-1.8000603e-09	0.1659011	-0.029923148	-0.027879328	-1.5728694	0.015298938	0.1878	50.0	718.3276498317719
193	-5.485788	2.2045202	-1.5372458	-11.396098	50.0	-1.4383272	1.4220117	0.13267541	-8.069495	970000	-2.0596385e-08	0.12941751	-0.028658189	-0.012774125	-1.5866574	0.015159419	0.171	41.0	721.9119429588318
194	-5.254497	2.2084398	-1.5833766	-12.440638	50.0	-1.4222047	1.3858287	0.35599577	-8.065007	975000	6.0200693e-09	0.1719305	-0.018149875	-0.019656196	-1.5965416	0.01500341	0.1564	17.0	725.2769811153412
195	-5.2249646	2.208624	-1.4825528	-11.931474	50.0	-1.3986535	1.3738347	0.31282884	-7.7074294	980000	2.9508769e-08	0.14148216	-0.022933522	-0.013361633	-1.6003147	0.015263319	0.1794	32.0	728.7958590984344
196	-5.14406	1.9782962	-1.8305509	-10.180347	50.0	-1.3382063	1.3462625	0.13711987	-7.822517	985000	7.990002e-09	0.12702169	-0.026651088	-0.0102424845	-1.6070296	0.01564552	0.186	33.0	732.295648097992
197	-5.31311	2.3743832	-1.3431134	-11.415614	50.0	-1.3684951	1.3312436	0.30712366	-7.9458804	990000	-2.1451712e-08	0.17369887	-0.028867595	-0.037557095	-1.6119409	0.015443053	0.2076	48.0	735.8329339027405
198	-5.6142054	2.29151	-1.5522447	-13.073473	50.0	-1.532381	1.431004	0.1918833	-8.31942	995000	-6.281584e-08	0.18887584	-0.015847784	-0.018797517	-1.6271502	0.015305223	0.1472	20.0	739.2668550014496
199	-5.453162	2.1835828	-1.7507542	-11.578237	50.0	-1.4681745	1.4927137	0.2713111	-8.237359	1000000	-2.259016e-08	0.19607465	-0.011725919	-0.034793332	-1.6343541	0.015928265	0.1296	10.0	742.5516922473907
200	-5.1535954	2.1505249	-1.4938248	-11.89655	50.0	-1.4112794	1.3180887	0.33062327	-7.9110866	1005000	-2.144873e-08	0.16623107	-0.015353877	-0.023959503	-1.6377404	0.015692761	0.1412	14.0	745.7776820659637
201	-5.3314323	2.2768734	-1.5418639	-11.257255	50.0	-1.4064816	1.4348322	0.1475048	-8.184553	1010000	-3.4087897e-08	0.16250892	-0.0224097	-0.019828722	-1.6397524	0.016242191	0.165	24.0	749.2184510231018
202	-5.602533	2.4576945	-1.6199677	-12.729261	50.0	-1.472447	1.4346571	7.135213	-7.9684744	1015000	-2.8200773e-08	0.3224969	-0.008480577	-0.085865125	-1.6454008	0.021095881	0.1576	6.0	752.5080699920654
203	-5.5596943	2.3426242	-1.598932	-12.581748	50.0	-1.5004323	1.4430416	0.22352439	-8.273592	1020000	4.1425228e-09	0.2043254	-0.0073897974	-0.035698995	-1.646633	0.015063209	0.1726	5.0	755.7005760669708
204	-5.0970974	2.338247	-1.427076	-14.039153	50.0	-1.4291995	1.3707672	0.25153682	-8.422627	1025000	-3.119111e-08	0.18265729	-0.02870184	-0.033823594	-1.6473813	0.016162777	0.1762	46.0	759.1833381652832
205	-5.0199127	2.2712374	-1.656606	-11.246495	50.0	-1.3392254	1.3881664	0.23271114	-8.445607	1030000	3.6102534e-08	0.11950162	-0.0035473066	-0.02322448	-1.6584498	0.015723769	0.1456	4.0	762.5045380592346
206	-5.258891	2.0955293	-1.6104156	-11.38183	50.0	-1.3837637	1.3685312	0.11419734	-8.153003	1035000	-4.056487e-08	0.1390587	-0.0069396817	-0.014044255	-1.659523	0.017087527	0.1672	7.0	765.681036233902
207	-5.399906	2.2224216	-1.5421193	-12.638795	50.0	-1.393259	1.3451706	0.27817053	-7.9065037	1040000	2.4068356e-08	0.14337973	-0.011156245	-0.021209128	-1.660964	0.017634919	0.1582	13.0	769.0067989826202
208	-5.3972735	2.5117636	-1.5401359	-13.008124	50.0	-1.4696715	1.5195636	0.40991604	-8.453384	1045000	2.5346875e-08	0.1578451	-0.010929025	-0.023784265	-1.6641062	0.015864143	0.1582	8.0	772.3148188591003
209	-5.681169	2.3545945	-1.3459709	-13.012268	50.0	-1.5069414	1.5071632	0.28793925	-8.61311	1050000	1.3594329e-08	0.15271313	-0.020019457	-0.01788883	-1.6656626	0.015053506	0.1604	18.0	775.5698819160461
210	-5.061195	2.2200503	-1.5182773	-13.12174	50.0	-1.3296161	1.3721193	0.38536137	-8.38931	1055000	2.8592348e-08	0.1371032	-0.02124987	-0.017712757	-1.6697963	0.015455023	0.17	23.0	778.8595328330994
211	-5.4151597	2.050683	-1.7035494	-12.903279	50.0	-1.4761636	1.3946904	1.2426066	-8.454319	1060000	3.2174587e-08	0.24475728	-0.00885688	-0.05023776	-1.6750335	0.016873108	0.1638	5.0	782.1575269699097
212	-5.466321	2.2232165	-1.5451682	-10.951806	50.0	-1.3588936	1.4182124	0.3034611	-8.139979	1065000	-7.644296e-09	0.13808465	-0.0062247165	-0.039286636	-1.6758528	0.015065303	0.162	5.0	785.3600420951843
213	-5.4837646	2.5997262	-1.3197136	-17.926344	50.0	-1.3953959	1.4406655	4.9106317	-8.234839	1070000	1.6530603e-08	0.7571882	-0.008342895	-0.29600534	-1.6769778	0.022469027	0.1758	7.0	788.5814311504364
214	-4.9117436	1.9959598	-1.4763589	-12.376366	50.0	-1.2960948	1.3368821	0.36585164	-8.5759535	1075000	2.7674437e-08	0.1537289	-0.03357646	-0.0581559	-1.6784374	0.017264802	0.2036	61.0	792.256765127182
215	-5.4544387	2.208856	-1.4587371	-13.905635	50.0	-1.4318585	1.4412148	0.24392405	-8.296496	1080000	1.5912018e-08	0.14065383	-0.0095404	-0.021944724	-1.6877289	0.018168494	0.1902	7.0	795.6310229301453
216	-5.073349	2.0576708	-1.4239094	-11.260487	50.0	-1.3674929	1.2999986	0.2123488	-8.340929	1085000	5.9202314e-08	0.09823465	-0.024939634	-0.016507432	-1.6890904	0.015834711	0.1668	41.0	799.0801110267639
217	-5.5075865	2.0206053	-1.7809668	-12.272738	50.0	-1.3890696	1.4150249	0.2928579	-8.137999	1090000	-7.5564536e-08	0.11266656	0.005301192	-0.014119774	-1.70117	0.018210527	0.1634	1.0	802.4023549556732
218	-5.1296144	2.0583742	-1.564337	-10.567568	50.0	-1.2736684	1.3322684	0.19935322	-8.00905	1095000	-2.994239e-08	0.08764215	-0.0037891474	-0.009266943	-1.7014494	0.017008152	0.1738	6.0	805.5991570949554
219	-5.0368395	2.157875	-1.2829275	-10.374108	50.0	-1.2377398	1.2795298	0.153497	-7.6972737	1100000	1.4401972e-08	0.10285506	-0.007939989	-0.012126744	-1.7032299	0.015835349	0.1854	7.0	808.7993309497833
220	-4.9613676	2.1299314	-1.320137	-12.458854	50.0	-1.3057331	1.2545133	0.2628761	-8.0813675	1105000	1.3250112e-08	0.14732279	-0.010245912	-0.018976495	-1.705385	0.015328992	0.1324	8.0	812.065367937088
221	-5.1300073	2.018603	-1.3705945	-10.929032	50.0	-1.3293394	1.3670964	0.21103661	-8.080632	1110000	3.8817524e-10	0.111585446	-0.027465925	-0.022352979	-1.7072827	0.015103471	0.1826	49.0	815.6145150661469
222	-5.081793	2.191437	-1.3247501	-12.34046	50.0	-1.2865824	1.2648004	0.17174008	-7.855635	1115000	6.202608e-08	0.13524038	-0.0052862666	-0.025519207	-1.7220781	0.019657254	0.1552	5.0	818.8696830272675
